"","Patient1","Patient2","Patient3","Patient4","Patient5","Patient6","Patient7","Patient8","Patient9","Patient10","Patient11","Patient12","Patient13","Patient14","Patient15","Patient16","Patient17","Patient18","Patient19","Patient20","Patient21","Patient22","Patient23","Patient24","Patient25","Patient26","Patient27","Patient28","Patient29","Patient30","Patient31","Patient32","Patient33","Patient34","Patient35","Patient36","Patient37","Patient38","Patient39","Patient40","Patient41","Patient42","Patient43","Patient44","Patient45","Patient46","Patient47","Patient48","Patient49","Patient50","Patient51","Patient52","Patient53","Patient54","Patient55","Patient56","Patient57","Patient58","Patient59","Patient60","Patient61","Patient62","Patient63","Patient64","Patient65","Patient66","Patient67","Patient68","Patient69","Patient70","Patient71","Patient72","Patient73","Patient74","Patient75","Patient76","Patient77","Patient78","Patient79","Patient80","Patient81","Patient82","Patient83","Patient84","Patient85","Patient86","Patient87","Patient88","Patient89","Patient90","Patient91","Patient92","Patient93","Patient94","Patient95","Patient96","Patient97","Patient98","Patient99","Patient100"
"Gene26",0.675130271461686,-0.929460374345811,0.127611484861626,0.493633679711586,0.993652193882809,-0.135382477238822,1.08076357232749,-0.112148969668617,1.27090964320317,1.65990308347077,-0.0872810891298725,0.256968972043955,-0.086052749016467,0.562478978822011,-0.156116343169932,0.300338378344853,-1.67165418078888,-1.77567872690391,1.28399978489904,0.839979470396968,-0.321418758414398,-2.35661120640075,-0.360116789436984,1.0643674409848,2.75890213404337,-0.488863356733044,-2.42223715988446,0.255437035357133,0.052649393053257,0.882773534068663,0.211220925964401,0.113720107784394,1.25044805505701,1.18324634834681,0.443725376124408,0.262337796095731,0.825051800030075,1.12446003401606,1.61914488727812,0.592116674128223,-0.387069828790288,-0.390424619905247,0.285063096483328,1.44715996561956,1.43269801832393,1.14742651958407,1.17456318474457,0.160034332198989,0.680258967196349,-0.119086857537525,0.502125705720346,0.675319220924902,-0.541399368562829,0.714969331084204,1.00957522017838,-0.188911269865145,-1.12208929373795,-1.34870849607887,-0.607583994200799,-0.323043895135857,-0.833525455356048,-0.773531294597793,-0.203188568284757,0.242855141062661,0.234883128534088,-0.385242284719966,1.41276895919228,0.521183579917259,-1.98273134605057,-0.797048844583218,0.102197185214454,0.581543674603125,0.134288281883518,0.947998831038805,-0.691215566253084,0.399654035638436,-0.185348734221007,-0.508024916203288,-0.122238421121572,0.0836354648935426,0.388609683619363,0.864970514901796,-0.461402023726818,0.27285552460133,-0.333267954448621,1.10974844463222,0.734575485463466,-0.279614050865185,0.128660368348101,-2.50599280858132,-0.23303757352314,-0.0792248629255534,-0.0806090770002595,0.412471495198792,0.313034306541642,1.06338827643019,0.599799347888367,-0.0347449940220746,0.762317760155537,-0.121042079735
"Gene27",-0.936756858162325,-0.441256090318321,-1.29017505893168,0.14973393916786,-1.69705590995675,1.59254381313605,0.124800424057349,1.02201456731453,0.392493300039889,-0.345957786278148,-1.04694107091047,1.08920986303767,0.844852528901787,1.70714979081373,-0.0966395209738841,-1.01779567599606,0.989964436667116,0.979774508916808,0.430995171367803,-0.615903283870068,0.182074796135767,0.666259484651409,0.61890250067942,-2.88481385699512,1.16709125523465,-0.152375160320996,-0.16189532953584,-0.109979607303147,-2.57543023898902,0.407239685762386,0.319472620358604,-0.616458857166639,0.801676433805223,1.52385526253868,0.345713573875186,0.494900321343576,-0.55568075265211,1.03679254841904,1.23689950784717,0.178664875897976,0.0610259558526838,0.167067641227442,1.94730352892718,1.13983670496341,-1.04773647085745,0.693453172623237,0.823893432577743,-0.838324446463098,-1.33154376641,0.242978541065899,1.01308316174522,0.820617910086705,-0.66754652552121,0.828259347003118,0.891778147404454,-0.200219757006595,-1.12528968626005,-1.61130902020014,-0.759166523928018,-0.395150121173764,-0.409609558947053,-0.525428090855974,-0.245253621575782,0.151356638957078,0.0179717099343245,-0.573078728804708,1.3174668892681,0.516810455950666,-2.13670640528905,-0.837735059298213,0.0499615249369375,0.619216235679529,-0.117412035230983,0.944417608979829,-0.685007620206906,-0.051963344620151,-0.622519237506167,-0.570076652545443,-0.165797041911196,-0.567225444367842,-0.028098594401884,1.08566041376766,-0.599319551554344,0.464638619489088,0.27994199299655,0.653195520024987,0.520953611064986,-0.255306231226458,0.285007580125009,-1.91889824067587,-0.0721370749295047,0.0103741866694137,-0.610392449033918,0.408937074068391,0.429698750140214,0.772518734820043,0.254394772851547,0.162664966609579,-0.290998277734764,-0.137693723776375
"Gene28",-0.988212303678622,-0.454983515558406,0.269914982535796,0.760521726930036,0.157728255968316,0.257310717753729,-1.34729873210076,0.155099131178477,2.07929586794628,-1.35222273276723,-1.27921218421971,1.05324252899297,-0.803722725466862,-0.564953562957716,1.09586210143961,-0.0821976146023295,0.101297019201164,-0.043302915203962,1.22306372490152,0.345041007773607,0.564306488298906,1.40093396735297,-0.860383851312437,0.463505537217437,1.33152794550673,1.60902461393172,0.645711419272413,1.48913352685276,-0.328050643303642,0.0524534783208493,-0.593709523751646,-1.07699991873741,-0.551778060466059,1.51470772802661,1.28806411085016,-0.899285531113071,-0.900261168141027,-0.0358949866666931,0.12876904050628,-1.56970900664266,-0.126835838572565,0.644462579242389,-0.494783193484322,-0.63212258014186,1.15401253438566,-0.0368977557067385,0.520429747252222,-2.15652251417014,-0.422911720227848,-0.46003302575872,0.324637252583154,0.971214840269241,-1.14191542652519,0.903980819334597,0.544513865804975,-0.196196831837408,-1.31776888423834,-1.88770945707883,-0.79084260518604,0.167532935659821,-0.0544670968866801,-0.31345762380903,0.137935306260761,0.304689378377113,-0.242202857840947,0.0737674427182526,0.894955473324345,1.23368956206948,-2.05623154065935,-0.675242518996709,0.275046323781157,0.550447293614075,-0.0510562349344428,0.994299282230377,-0.275825791522613,-0.23310064282027,-0.261849947773486,-0.855371090420382,-0.899455151222238,-1.31990769909948,0.299511918896728,0.566543495749818,-0.445129715298762,0.151845156267079,0.218706090660038,0.565488908177278,0.215655925644567,0.310016376478503,-0.0184629044363332,-1.64763303229284,-0.52513367488701,-0.16702422888312,-0.730080981342551,0.344064103819675,1.10635581806686,0.832344710708891,0.054529149635005,0.241449195554771,0.302097175305357,-0.498815808565526
"Gene29",-0.868422481311891,-0.382191889032395,0.582307084138808,-0.7759485256425,-0.230181840849974,-0.419464910644054,-0.421786332368273,0.460928217861975,2.1132667713485,-1.12222694379016,1.14050796527794,1.00628450056889,-0.0523414514545151,0.242081085172341,0.869365200111057,0.0729766823903181,-0.149172192137197,0.177126615894472,-0.809292765156948,1.12137485395059,-1.06452975898596,0.694753054452554,0.0980030127650006,0.761306427501318,1.8000684821483,0.21386192996437,0.379638615330175,-0.201299717958137,-2.58579205502049,0.210413044978598,-0.125598811408384,-0.960396912848464,1.97175097432205,-0.158433853485833,-1.37699950851109,-1.20758341278255,0.434532786416471,0.413463668421873,0.457151326865845,0.701306517666424,1.00964783019858,-0.213773557149803,-2.29986131434591,-0.520170337009051,1.31256945301643,-1.03642830264137,-0.495597463331235,-0.480469113214098,1.40144627611388,-0.621513108592146,-0.389982391014937,0.307292389388989,-1.2702217992695,0.841557433762795,-0.105445322669452,0.21928859743098,-1.1384308048699,-2.06144115047618,-0.438158370166136,0.0682550319374133,-0.162439884888497,-0.501167256312684,-0.427956408835166,0.0653455265448854,0.0372271064625754,0.443085803699841,1.26069546354472,0.648871964589041,-2.03564999959372,-0.995309159961079,0.552962467656447,0.798364567738081,-0.062537738783978,1.15236894853352,-0.277339088782166,0.5782049040507,-0.670165228089092,-1.02722838495534,-0.573867295323981,-1.04509660813021,0.226312870831694,0.352125535198687,-0.496561201894737,-0.0202253890123438,-0.274628357154684,0.620037484604881,0.370333324916498,0.165473651731637,-0.386395435491178,-1.01573122749801,-0.23329983081423,0.333864108394635,-0.486050562512373,0.474068170464471,0.707093022224967,0.651477637131235,0.274362493132388,0.483429111248832,0.19510736763143,-0.54997141385915
"Gene30",-0.98152681569359,-1.68885131200766,-0.326105187986377,0.0409879372919757,1.77083584845747,-0.906079047100282,-0.0789312713391846,-0.600153159989243,-0.259078254940455,-1.27190005014916,-1.13567386041075,0.435960506548392,0.675209020029005,-0.201332515205563,-0.517015023375178,-1.2042440308014,-0.429126301307362,-1.08828191585352,1.372712356192,0.569305848976166,1.28306299625249,0.180995394633832,-0.659538255258089,-0.264775847548798,-0.182029620026643,0.796809912082589,1.0228295878931,0.792678714133171,0.0688200366347485,1.37699532477659,-0.940897421420702,-0.117244270732178,-2.21260069887596,0.950097678963062,-0.427978410929749,-0.0218414566201183,-0.0179198751641212,-1.46731378573709,1.78808598966842,2.13826288953037,0.33105910113214,0.364417967839922,1.08364634249851,-0.253536903706561,0.167867864558501,-0.0600034370196906,-1.71312224328887,0.935410630829281,0.217453728687321,1.17615893900033,-0.713141144353791,0.225421633473091,-0.974732606491997,0.764747673528399,-0.609640543889284,0.737858307703752,-0.96492827776738,-1.95810419469641,-0.422907500328813,-0.0707499921309784,-0.183510513689461,-0.348605416511174,-0.196947762668512,-0.364446344741887,-0.405992634043836,0.225372708457918,1.4908857524787,0.355129372432343,-1.83360252965996,-0.992691167279768,0.253801731413061,0.254484436856588,-0.101477746058026,0.869131268344739,-0.818350615072481,-0.304138708211405,-0.870629259791666,-1.08320969455843,-0.303610933932678,-0.959536791192464,0.49164408452104,0.376350412712038,-0.378243095526477,-0.0400939588136303,-0.367949255902678,0.844176933110636,0.386821677068728,0.0752826786448559,-0.183099168391644,-0.816704163144064,-0.605721701680553,0.440419622542359,-0.786849535217834,0.539841890353317,0.745301261153724,1.38912794382317,0.373289886113272,0.440034565071392,0.03736228784268,-0.643982204443331
"Gene31",-0.24025042630824,-0.780883026917292,0.462432629522537,-1.04222899452648,0.500244576126652,1.35751229071844,0.919153937180405,-2.01847561663799,-0.983708985254336,-0.0876816970494869,0.254118384198698,1.048696903418,0.0223245819305084,-0.686203506405537,1.86939015157236,2.03708295148312,-0.229491237870871,2.66792780180746,2.42336633303014,0.796872611473163,-0.750662238529028,-1.21172510796803,-0.814194742055032,-0.449899619117744,0.150500551908112,-1.99591895170625,-1.22712695685903,0.0634480407086108,-0.627270303018801,-0.830801177550226,0.693549352410859,1.67000664207603,1.30455266077335,-0.644031501187769,1.23967155175183,-0.751424805912827,-0.0308556829732394,-0.614310087302672,-1.32812889980217,0.0289570062901939,0.862459641048685,-0.248115802242582,0.648513400260411,1.58609106296259,-0.382302946668464,0.471706622709446,-0.518036064694386,0.901376466547664,-1.43785747861195,-0.348874965001436,-0.763455517792597,0.391968839441313,-1.25503105855931,0.866932775026765,-0.430392078325095,1.34091111320866,-0.93586117523489,-1.32444844266533,-0.575077508875147,0.139469893441308,-0.413329673424319,-0.29709876167342,-0.16434322718566,0.431103849017428,-0.100764397816088,0.316780236222186,1.14868835094671,0.540853582619023,-2.16575555501886,-0.971571995978957,0.399505146014193,-0.0317434924035283,-0.436415700798521,0.343196387474489,-0.0558369805865185,-0.266270101403733,-0.825764133843157,-0.900969259048346,-0.326106066843637,-0.93561057159337,0.449939507963471,0.814186865570054,-0.658819590231114,-0.280459596718861,-0.261814631444848,0.599199185499791,-0.0460484621181271,-0.0399734744333387,-0.551034616087942,-0.56652228513732,-0.784147900512843,0.0909160425793223,-0.988875128493891,0.584829522714463,0.70927314286162,1.28147489165336,0.0300683550498116,0.313071923934568,0.371400593598269,-0.371195618045332
"Gene32",-1.74138304308942,1.01653978991148,-1.28988111861555,0.362904390175036,0.561478994861703,0.911359198374226,0.665503293754538,0.713503096467305,-0.0643715808431573,0.060232000975998,-0.975964585930236,-0.406940745316443,0.368485622623889,-2.62642571214278,-1.52494387033255,-0.263293109275447,0.768330700261586,0.936614760699601,0.504878312211786,0.490600870762209,0.217045362496586,-0.840925593649306,-0.375877653485399,1.15019202112446,0.844469450585128,0.46211476355467,1.60294997544281,-0.00693263791228134,1.88955461915145,0.163400939836161,-0.664444510013917,0.365741214763602,0.108210570201129,-1.13304448537152,0.538805221849739,1.60129824148022,-0.53082333242288,2.87421902112026,-0.663527964439391,-0.0777712700544576,1.53161975155994,-1.12693664532921,-0.549971223304424,0.168353118833363,-0.853398830176171,1.78845965433598,0.364341314962395,0.754423010706796,-0.317365701483616,-1.14045291651766,-0.661592781450485,0.0656025696421321,-1.10427211335789,0.519606172596319,-0.0312478556215751,1.1924056122381,-0.986970650673193,-1.56419679296722,-0.82484074598914,0.443654474758248,-0.372342305998287,-0.613526078842503,-0.322576016567221,0.336061240165671,-0.536861207473812,0.180224357234593,0.88446215319148,0.660004652675601,-1.78499636338839,-0.616075351007305,-0.0172098985703425,0.399648700100564,-0.977024749893973,0.0967514367351008,0.35442183669155,-0.444910223212207,-0.441749155450291,-0.694763268464785,-0.444053615186721,-0.641354984540317,0.962286281365921,0.727823434719317,-0.891016529826895,-0.0749369367437656,-0.482722210605463,0.758819290572844,-0.125919114179129,0.155337296561767,-0.57973478476661,-0.955586915672572,-0.596397511565813,-0.234923163339143,-0.803262893042487,0.274425542121241,0.0163588384379481,1.13494632170573,-0.0834410301550933,0.596139608606537,0.0684910927937588,-0.48431542506404
"Gene33",0.694343757429224,-0.5137673842422,0.00128669898521144,0.00397872911006247,-0.161281037514708,-0.763800869917833,-0.01874770535135,-0.108155966036537,0.52277853799632,1.09966416189714,-0.0769901048935972,1.20832719191458,1.30830740775435,-0.706891896019695,-0.288596426567066,1.04482774779359,0.0678087271012041,-0.0482641933470207,-0.462049885419101,-0.179502620342328,0.997526730801775,-1.92264086057753,1.28896436271957,0.740830636296059,0.136926842784399,-0.52526400638133,-1.4069950522304,-1.02362652091083,0.981896727014631,1.10499632931851,-0.532550147033644,-0.141956941544481,0.148520332255049,0.136397787757596,1.01461129842259,0.305519333821512,-0.155278765676358,-0.496722681720689,-0.747142538989936,-1.01822675553181,0.615261295194947,-0.0118888826480796,-0.291854299144107,-0.0154464052436371,-0.305109339213999,0.623812015215713,-0.891902678675342,-0.256647535322511,-0.203847182022467,0.695674804533093,-0.808548648807938,0.348188624531839,-1.0683803652668,0.349382735107206,-0.133897459880751,1.38668163110022,-1.36503222656617,-1.46215303443341,-1.18667461021966,0.218576648377681,-0.676425117888079,-0.559404186691757,-0.0397696627519608,0.608395686157361,-0.77344056417252,-0.0412608303253024,0.425470431871259,0.471105824204465,-1.21823738665809,-0.440683139613168,-0.598267940684784,0.115908899727995,-1.23228563593032,-0.512346777353598,0.818970816897756,-0.502509943247975,-0.74529219824202,-0.514346018801763,-0.961820467718172,-0.797560680191999,1.2519917159179,0.586501818553961,-1.05206698238218,-0.119850549561614,-0.322633137625494,0.444956843161998,0.563078577256605,0.437482233585245,-0.176119486101162,-0.887149158741096,-0.273978189015712,-0.430910816502654,-0.824935008974037,0.471601199087904,-0.233399393763755,1.23936932670047,0.422941968506368,0.343337763874745,-0.216107299666524,-0.225562359658464
"Gene34",-0.510278621128204,-2.77666176687535,-0.849324914021063,1.08855642630893,-1.6532408676667,-0.353954647981163,1.64725753424612,0.628036743344017,1.41250701222684,-0.0446375430928733,-0.161375414817273,-0.124013368683056,2.45858140018554,0.153179423285337,0.446729366924052,0.43478779476337,-0.370179117149712,0.103431998152158,0.619772637626849,0.698418792149346,0.717143877353974,-0.677408178785267,-1.75649575642558,-1.91178948095392,-1.09864784745347,-0.026035887774073,-1.03233069309574,-0.798224226456495,-0.252357988565909,0.824600939730136,1.60445421673712,-0.864137042572634,1.7684627599232,1.68016572009139,1.20808022435288,-0.0713179484306813,-0.282456347017516,0.870354844022843,-1.15803238104922,0.685393085228912,-0.428969053059037,-1.10267246176189,-0.770325250903646,0.390075604486107,-0.434925905858143,0.940260507495865,0.116439515187335,-1.29267137628463,0.49043990514446,0.89403935410825,-0.594703037633781,0.281857424690089,-1.6180324595695,0.495530277684132,0.0742173583062585,1.44348660066209,-0.828946273482704,-1.15966082062879,-1.34612446509601,0.150270544998799,-1.45058468356927,0.198788771692873,-0.243109937504895,0.293682543155492,-0.547466375413442,0.359705323095605,0.455941532174395,0.125806664816613,-0.9958871650108,-0.356556585999197,-0.840472498917982,0.0292988390301987,-1.44691471359639,0.338269422072342,0.607210590066509,-0.454395814299291,-0.509528742674801,-0.923015479145126,-0.415581922853205,-0.617042640555639,1.50236817295826,0.291637199909771,-1.10001668164733,-0.0597482536119928,-0.144945112897157,0.516654415767446,0.474473525895952,0.570394943404883,-0.309984780931679,-0.471156801228986,0.0409931140281627,-0.528497398703974,-0.526503073991269,0.149281059480524,-0.514580611471773,1.1754779953951,0.418701145144736,0.739769692375501,-0.502874040301731,0.0393623028985387
"Gene35",0.686830908989122,-0.734997545794283,1.1500391922159,0.157195159866752,0.857362519300912,-0.447485066247167,0.54195465138395,1.15122416839333,-1.0875554553389,-0.288125657007021,0.385335617571903,1.50865250794547,0.376976774200324,0.239647527199292,0.301714793653793,-0.940287917995916,0.625791590260625,0.943589119353378,0.0644177991318867,-1.19135224088596,0.219257477289723,-1.47334742532463,-0.022801064949619,-0.978648426756641,1.68429244689423,0.114966075272255,1.25413099288765,0.701643692371384,-1.29232538497594,-1.08801712653941,-0.161839068601754,-0.254865970549813,-1.01595363968198,0.910119729317011,0.0954957022667247,0.952833072473911,0.981298145784381,-0.17705659374571,-1.02944108999683,-0.66573690142115,-1.03538232917124,-1.3918893018071,-0.237070750082873,-0.713338417242045,0.326223506043929,-0.599398369487008,-0.830680433697077,-0.77923882022958,0.636084886605596,-0.464948169452773,-0.0340644902244362,0.150106698278835,-1.15405458804255,0.633637705733583,0.29920802707918,1.73028597690401,-0.727072546611213,-0.809059630731799,-1.53442578647678,0.512990849981241,-1.32414778609587,0.213421955196556,-0.43748407044608,0.0352983477807975,-0.604899250573734,0.1953488998539,0.447394304158818,-0.18108845089064,-0.57478725338501,-0.334671653444076,-0.406007054264207,0.111905005954276,-1.56368325884386,0.263444994112381,0.980469907664918,-0.0457541360225416,-0.347051889332317,-0.710770649265787,-0.752386710196247,-0.544993167984751,1.39248573408549,0.13539234948614,-0.814306597282295,-0.0653704399681838,-0.582219040272218,0.320797078393317,0.211754597258941,1.05009536815755,-0.557188756024504,-0.595985937618187,-0.277312637634653,-0.396151813264081,-0.235956140677816,0.893766052614991,-0.631969745298993,0.731654625714968,0.76853407505284,0.13342216211977,0.12043663188836,0.318119149800803
"Gene36",1.0711783862716,-1.04331219845657,0.511828751099119,-0.707310149537101,2.12315953057409,0.0451299763501135,-0.238726004106249,-0.240053099981418,1.18907077832969,-0.347375345352051,0.432269646124922,-0.100043194613211,0.0919048390888604,-0.249276778374439,0.256657161803835,0.882015743929668,1.01992131171086,-1.72400908143178,-1.39806167017337,-0.719628521124596,0.716849977091191,1.45908540694131,-0.946072504766013,-1.58726774732375,1.23703335557397,-1.37311555063252,-1.37513859433082,-0.461241800766096,-2.09138213592966,1.81497799037632,1.27478231124548,-1.62397682185331,0.547087977764288,-0.552279849551107,0.68599831376878,-2.17319885263288,-1.42756389932909,0.132885109879856,1.3813218602381,0.644435722173625,1.33363031570972,0.0474650131614122,-1.92890698258229,-0.392349331093748,-1.71489903747094,-0.393737864851005,-2.16413717901,-0.67802617490763,-1.86400394749757,-0.0808974423048574,0.227797866836324,0.495627485547367,-0.77566380643411,0.789912181041856,0.622026238564663,1.79042056309426,-0.379499395612604,-0.499479295577096,-1.41005796063437,1.0286684966948,-0.798484834236761,0.778205750760979,-0.746523313259109,0.00171336546890836,-0.983929157740915,-0.397530903669654,-0.093401386613135,-0.0625042622912464,-1.16098745011517,-0.021823032964031,-0.275255302538591,0.156190486077247,-1.47788704479573,0.576621984380483,0.636843663427473,-0.208358056289861,0.0336889959818467,-0.162888554692892,-0.686862775037845,-0.602453172660515,1.76858690722876,0.477993062480707,-1.24418824753731,-0.0096747056444765,-0.185092849105095,0.239004314521204,0.691761063509669,1.0951003932013,-0.0589138121575684,-0.631908597783335,-0.36707419129936,-0.312644915490448,0.0991734473230402,0.787841629477882,-0.0899105899017604,0.773326137255824,0.824715196766971,-0.146974116303017,-0.26332683582907,-0.286211982524294
"Gene37",-0.499890159538959,1.54649792430653,1.37730014801566,-0.243975382316887,-1.45087212040282,0.553278657475824,1.36136477159272,0.442506295588204,1.18033052521504,-0.775549517352544,1.64426547088249,-0.796177308468824,-0.134149429371242,-0.284844613384534,-0.840736573732897,0.647891911729423,-1.10392377039534,1.27380829331423,1.32871805528199,-1.38964526942769,-0.502153093977166,1.41909478288971,1.12157608603908,0.288880301592084,-0.503415524615744,-0.196032728442961,0.747265607949305,-1.4401725950048,-0.811116823468693,0.318506445281558,-0.682818564561049,-1.65499410141597,-1.44793020536457,0.296092735800393,-1.37312206704232,-0.236951661403322,1.45354867910014,0.662392247331842,0.248390315755094,1.52063951664144,-1.1350932416212,0.858426708208695,-0.732129307049464,-0.88911229836019,-0.27415321024469,-0.367204005829571,-0.351785155445155,-0.349502000024116,0.464292536407999,-1.58628060483495,0.545089329378093,0.317340607945024,-0.831426838413951,0.664272876178823,0.715901832739112,1.57540061481057,-0.470936163433373,-0.408445023697567,-1.29266772986109,0.464654913797966,-0.741671516929546,0.6095146800597,-1.29354376042455,0.143424846748068,-1.5026622379165,-0.349280230622402,0.235656249196285,-0.304919541932297,-1.26483118682522,-0.439223388124675,-0.251424917644517,0.183971610804771,-1.62222396692834,0.534343499247757,0.0696674106502377,0.0523907071504291,-0.0319464688812575,-0.320523265946414,-0.371878565607452,0.0207802470069918,1.30373661213636,0.711997775131772,-1.19015267051635,-0.132982689347286,-0.681507761227471,-0.0243870139083461,1.16928393817032,1.00533965047736,-0.512173723856079,-0.356219720935327,0.218951108931599,-0.561105936654392,-0.362564792761037,1.11676786952584,-0.471689084724728,1.55574627758133,0.388251738299472,0.100323115042631,-0.442939950728045,-0.710027487834545
"Gene38",-0.406581138631302,0.734685418126685,1.12502469889194,0.138890053122836,-1.2621981695442,-0.679309514573951,0.146871373256883,0.848403873024244,-0.0376515080676384,0.992290797897439,0.868872418345105,-0.566600031464202,0.0322553722754251,0.4156400273764,-0.0918686581031984,-0.898546361311309,-0.627814555475432,1.04734067192369,0.0117435592511971,1.04487206104514,1.11744348659399,-0.113223481245887,-1.56535321920208,-1.19987154719346,-0.521354263211478,-0.283229518586106,1.01660590585913,-0.976730469585899,-0.050280229018063,0.576623311785173,-0.0520704956733341,0.461397784712745,1.4466163732246,-2.40350925327544,1.2799240508716,-0.811129640971117,0.114600771630527,0.0232343639133116,-1.03550308907532,-0.0436162051085388,0.296323013164564,0.986462664399097,1.10762025769662,-1.60383826695273,0.0425216727616796,0.427366272789753,-1.07776514818597,0.494421369308919,0.734658584966639,0.370929353346556,0.402274507834515,0.506675570984283,-0.334620137783633,0.715127656160107,0.367437367485457,1.54495201303016,-0.69712240277749,0.143637108687651,-1.34038578774957,0.220103977535759,-0.866101837594724,0.480240124064273,-0.83184933307996,0.160947584125258,-1.74491402325962,-0.0462520304959277,0.657827180615886,-0.140408759916227,-1.15029778633436,-0.455256007468319,-0.313725728220495,0.00602144402235366,-1.3839096012101,0.305135013037912,-0.107036285964716,0.654111728985657,0.0846468877972221,-0.090214295528467,-0.484376591930258,0.15035338278985,1.12815561322887,0.674430989398496,-0.881721437122349,0.0270603935168084,-0.725860837982025,-0.42834158830225,0.828824306969372,0.942140005155255,-1.23721519254392,-0.570099705250278,0.258343167075437,-0.495275309255673,-0.442882133632542,1.56327008420225,0.0439094386978487,1.58603961620068,0.484683110947446,0.364663864631633,-0.721811269053946,-0.516815720550464
"Gene39",1.04909663443607,-0.8314896920456,-0.439039028003317,-0.815844979259462,0.625257804812525,-0.782988680608391,-1.39284515193792,0.778894842707865,-1.9827728435367,-0.78812931958987,0.124813136057044,-1.40479683308898,-0.43428178171046,-2.2679783690707,-0.626837299019104,0.633865490446606,0.333519700861565,-0.0538075140994313,0.990586343658126,-0.664774046060909,1.16422451343733,-0.246915802343761,2.06927078329001,-0.91899294223304,0.550739719327824,1.92318012755346,0.263389106026785,-0.832389562533023,-0.0399823805391081,0.0630793479186975,-0.203924481099435,-0.212506841535648,-1.4850319824807,0.0734812142062206,0.523106211084188,-0.131602160018062,-1.35872551109902,0.886117148896992,-0.808481914613537,0.633015827323441,-0.186170594328786,-0.836302391391187,1.60313529415001,0.0925617445306672,-1.3914674978339,0.951626236210124,-0.892070731995902,0.864671468695043,-0.384416574877333,-0.285012420712984,0.286502950908012,0.431403114961705,0.0304822567007432,0.37815832642554,0.438972638042565,1.92354400273732,-0.952137771804963,0.269487473989953,-1.40623300872267,0.336930984685085,-0.93149786208439,0.258419042254818,-1.20342088052035,0.637813534691017,-2.28090323338499,-0.113621771126114,0.601953804431748,-0.469331467330135,-0.551502631256965,-0.340352474870598,0.0598056070526572,-0.0538656491386027,-1.65603727044797,0.138155512880663,0.3079724808857,0.579397018438256,0.187679509843118,-0.506820121662262,-0.658083433701442,-0.0674390284626556,0.98456404429102,0.0368422138051523,-0.58602894714386,0.543720906043402,-0.878690248375916,-0.450541538813566,0.348812745626714,1.57002607485776,-1.41777233764512,-0.389337931397621,0.137461493025462,-0.325271281028726,-0.706515520525298,1.85350084368239,-0.276129691691047,1.9202714806286,0.648476673929669,-0.311862012296835,-0.824611012774068,-0.754205319181525
"Gene40",1.31579126557895,-1.06353914807139,-0.536419184046756,-1.02244388935739,-0.683423274748106,-0.474214312883517,-1.28611180447836,0.250856887117402,0.534089004445324,-1.39976981074773,0.470723141589647,0.661098529707062,0.992815136043179,-0.824818723433963,-1.29887009132778,-1.82214146431856,0.277307721702065,0.389761375557487,0.439074516317791,0.823696908160332,-1.01108418425982,1.20914779938665,-0.560301931772721,0.390284819699623,-0.0320705974291524,1.7216723733018,-0.738665520472833,-0.00944663841015811,-0.315413332288672,2.59178215082414,1.13795531255082,-0.0912656975701024,0.964755983127246,-0.544669280644455,-0.25434171981098,1.56366967798224,0.983730026171433,-1.06724441629905,-0.265412343710377,0.714695135614253,-0.372708965722929,-0.78633550222122,1.69044974057644,-1.73203739032944,1.49331503329138,0.379002057460588,-0.944554828599473,-0.308762728212947,-0.805665495046772,-0.474822692549281,0.384922021341313,0.472662970591522,0.245606763375987,0.443380023492767,0.194439844887349,1.66208130916722,-0.141552411330869,0.322461326794645,-1.48252606269836,0.588711881833445,-0.383044446651633,-0.0255112620797757,-1.11980770409811,1.07363672355524,-2.61920143098191,-0.181751885040539,0.411746775588249,0.190826712653446,-0.597813213768984,-0.566125399047984,-0.0618441653286894,-0.891461818858588,-1.62565889791556,0.63335172108259,0.751041392989659,0.400036782655437,0.105911064445316,0.093187372437559,-0.736616625030421,0.525408690678633,0.710022484112355,-0.611284185701417,-0.451504232906761,0.493798386319385,-0.39705742989083,0.00896501543721417,0.362815690912057,1.17706958207733,-1.29369389946553,-0.429176319787307,0.291545588201822,-0.534262221260718,-1.0967397430934,2.13034533851792,-0.639749000631338,1.38165753819381,0.225653490626782,-0.11082958766287,-1.23493526803905,-0.303351986452366
